"npc_id","class_name","mesh_name","deco_effect","scale"
"22644","LineageMonster3.self_blaster","LineageMonsters3.self_blaster_m00","LineageEffect.d_mon_blood_deco_b","1.2"
"22645","LineageMonster3.zombie_laborer","LineageMonsters3.zombie_laborer_m00","LineageEffect.d_mon_blood_deco_b","1.2"
"22703","LineageMonster3.self_blaster","LineageMonsters3.self_blaster_m00","LineageEffect.d_mon_blood_deco_b","1.5"
"22704","LineageMonster3.zombie_laborer","LineageMonsters3.zombie_laborer_m00","LineageEffect.d_mon_blood_deco_b","1.2"
"22705","LineageMonster3.zombie_enlisted_man_origin","LineageMonsters3.zombie_enlisted_man_m00","LineageEffect.d_mon_blood_deco_b","1.0"
"22765","LineageMonster5.brakian","LineageMonsters5.brakian_m00","LineageEffect2.h_r_beehive1A_deco","0.72"
"22765","LineageMonster5.brakian","LineageMonsters5.brakian_m00","LineageEffect2.h_r_beehive1B_deco","0.72"
"22766","LineageMonster7.rachikion","LineageMonsters8.rachikion_m00","LineageEffect2.h_r_beehive2A_deco","0.7"
"22766","LineageMonster7.rachikion","LineageMonsters8.rachikion_m00","LineageEffect2.h_r_beehive2B_deco","0.7"
"22767","LineageMonster7.rachikios_a","LineageMonsters8.rachickios_a_m00","LineageEffect2.h_r_beehive3A_deco","0.7"
"22767","LineageMonster7.rachikios_a","LineageMonsters8.rachickios_a_m00","LineageEffect2.h_r_beehive3B_deco","0.7"
"22791","LineageMonster7.fae_avenger","LineageMonsters7.fae_avenger_m00","LineageEffect.u_e_u860_deco_r","0.9"
"22792","LineageMonster7.satyr_shaman","LineageMonsters7.satyr_shaman_m00","LineageEffect.u_e_u860_deco_r","1.0"
"22796","LineageMonster7.fairy_warrior_dark_a","LineageMonsters7.fae_avenger_m00","LineageEffect.u_e_u860_deco_r","0.9"
"22797","LineageMonster7.satyr_shaman","LineageMonsters7.satyr_shaman_m00","LineageEffect.u_e_u860_deco_r","1.0"
"22801","LineageMonster7.fairy_old_beast","LineageMonsters7.fairy_old_beast_m00","LineageEffect.u_wind_storm_deco","1.5"
"22802","LineageMonster4.fairy_princess_pet","LineageMonsters4.fairy_princess_the_pet_m00","LineageEffect.u_wind_storm_deco","1.0"
"22879","LineageMonster4.Divine_tanker","LineageMonsters4.Divine_tanker_m00","LineageEffect2.s_common_deco_a","0.6"
"22880","LineageNPC2.fallow_of_solina","LineageNPCs2.fallow_of_solina_m00","LineageEffect2.s_common_deco_c","0.6"
"22883","LineageMonster4.Divine_tanker","LineageMonsters4.Divine_tanker_m00","LineageEffect2.s_common_deco_a","0.7"
"22884","LineageNPC2.fallow_of_solina","LineageNPCs2.fallow_of_solina_m00","LineageEffect2.s_common_deco_c","0.7"
"22887","LineageMonster4.Divine_tanker","LineageMonsters4.Divine_tanker_m00","LineageEffect2.s_common_deco_a","0.8"
"22888","LineageNPC2.fallow_of_solina","LineageNPCs2.fallow_of_solina_m00","LineageEffect2.s_common_deco_c","0.8"
"22901","LineageMonster4.Divine_tanker","LineageMonsters4.Divine_tanker_m00","LineageEffect2.s_common_deco_a","0.6"
"22902","LineageNPC2.fallow_of_solina","LineageNPCs2.fallow_of_solina_m00","LineageEffect2.s_common_deco_c","0.6"
"25035","LineageMonster.vale_master_50_bi","LineageMonsters.vale_master_m00","LineageEffect.ra_boss_halo_a_ca","0.5"
"25054","LineageMonster.kaim_vanul_50_bi","LineageMonsters.kaim_vanul_m00","LineageEffect.ra_boss_halo_a_ca","1.0"
"25073","LineageMonster.karik_25_bi","LineageMonsters.karik_m00","LineageEffect.ra_boss_halo_a_ca","2.0"
"25126","LineageMonster.minotaur_100_bi","LineageMonsters.minotaur_m00","LineageEffect.ra_boss_halo_a_ca","1.0"
"25202","LineageMonster.nos_100_bi","LineageMonsters.nos_m00","LineageEffect.ra_boss_halo_a_ca","1.2"
"25220","LineageMonster.death_lord_50_bi","LineageMonsters.death_lord_m00","LineageEffect.ra_boss_halo_a_ca","1.0"
"25229","LineageMonster.wyrm_50_bi","LineageMonsters.wyrm_m00","LineageEffect.ra_boss_halo_a_ca","0.9"
"25248","LineageMonster3.Death_Blader_Raid","LineageMonsters3.Death_Blader_Raid_m00","LineageEffect.ra_boss_halo_a_ca","0.65"
"25252","LineageMonster.cave_maiden_50_bi","LineageMonsters.cave_maiden_m00","LineageEffect.ra_boss_halo_a_ca","1.0"
"25256","LineageMonster.ketra_orc_warrior_50_bi","LineageMonsters.ketra_orc_warrior_a_m00","LineageEffect.ra_boss_halo_a_ca","0.8"
"25269","LineageMonster3.Elder_Troll","LineageMonsters3.elder_troll_m00","LineageEffect.ra_boss_halo_a_ca","1.3"
"25276","LineageMonster.death_lord_50_bi","LineageMonsters.death_lord_m00","LineageEffect.ra_boss_halo_a_ca","1.0"
"25281","LineageMonster.karik_50_bi","LineageMonsters.karik_m00","LineageEffect.ra_boss_halo_a_ca","2.0"
"25282","LineageMonster.death_lord_50_bi","LineageMonsters.death_lord_m00","LineageEffect.ra_boss_halo_a_ca","1.0"
"25299","LineageMonster2.ketra_orc_chieftain_20_bi","LineageMonsters2.ketra_orc_chieftain_m00","LineageEffect.ra_boss_halo_a_ca","1.3"
"25302","LineageMonster2.ketra_orc_warlord_20_bi","LineageMonsters2.ketra_orc_warlord_m00","LineageEffect.ra_boss_halo_a_ca","0.7"
"25305","LineageMonster2.ketra_warbeast","LineageMonsters2.ketra_warbeast_m00","LineageEffect.ra_boss_halo_a_ca","1.5"
"25306","LineageMonster2.ifrit","LineageMonsters2.ifrit_m00","LineageEffect.ra_boss_halo_a_ca","1.0"
"25309","LineageMonster2.barka_silenos_shaman_20_bi","LineageMonsters2.barka_silenos_shaman_m00","LineageEffect.ra_boss_halo_a_ca","0.6"
"25312","LineageMonster2.barka_silenos_chieftain_20_bi","LineageMonsters2.barka_silenos_chieftain_m00","LineageEffect.ra_boss_halo_b_ca","0.5"
"25315","LineageMonster2.barka_silenos_chieftain_20_bi","LineageMonsters2.barka_silenos_chieftain_m00","LineageEffect.ra_boss_halo_b_ca","0.5"
"25342","LineageMonster2.halisha_b","LineageMonsters2.halisha_b_m00","LineageEffect.ra_boss_halo_a_ca","0.8"
"25453","LineageMonster.wyrm_50_bi","LineageMonsters.wyrm_m00","LineageEffect.ra_boss_halo_a_ca","0.9"
"25913","LineageMonster.kaim_vanul","LineageMonsters.kaim_vanul_m00","LineageEffect.u_kelbim_deco_dark","2.8"
"25956","LineageMonster4.rahuu","LineageMonsters4.rahuu_m00","LineageEffect.d_ghost_deco_c","3.0"
"25957","LineageMonster4.bonecreeper","LineageMonsters4.bonecreeper_m00","LineageEffect.d_ghost_deco_c","3.0"
"25958","LineageMonster12.archon_terakan","LineageMonsters12.archon_bamue_m00","LineageEffect.d_ghost_deco_c","3.0"
"25959","LineageMonster4.summoner_demon_tr","LineageMonsters4.summoner_demon_tr_m00","LineageEffect.d_ghost_deco_c","3.0"
"25960","LineageMonster.skeleton","LineageMonsters7.skeleton_boss_m00","LineageEffect.d_ghost_deco_c","3.0"
"25961","LineageMonster.death_knight","LineageMonsters.death_knight_m00","LineageEffect.d_ghost_deco_c","2.0"
"25962","LineageMonster.vale_master","LineageMonsters.vale_master_m00","LineageEffect.d_ghost_deco_c","2.0"
"25963","LineageMonster.angel","LineageMonsters.angel_m00","LineageEffect.d_ghost_deco_c","2.0"
"25968","LineageMonster4.LaneCoo","LineageMonsters4.LaneCoo_m00","LineageEffect.d_ghost_deco_c","1.6"
"25969","LineageMonster4.Caravan_Slave_a","LineageMonsters4.Caravan_Slave_m00","LineageEffect.e_u840_caravan","1.0"
"25970","LineageMonster3.Death_Blader_Raid","LineageMonsters3.Death_Blader_Raid_m00","LineageEffect.ra_boss_halo_a_ca","1.5"
"25973","LineageMonster4.banshee_queen_red","LineageMonsters4.banshee_queen_m00","LineageEffect.e_u320_deco","1.0"
"25976","LineageMonster2.fortuna_lilim_wizard_10_bi","LineageMonsters2.lilim_wizard_m00","LineageEffect.z_body_deco_aura_b","3.0"
"26046","LineageMonster.ol_mahum","LineageMonsters.ol_mahum_m00","LineageEffect.u_kelbim_deco_dark","3.0"
"26047","LineageMonster.ol_mahum_champion","LineageMonsters.ol_mahum_champion_m00","LineageEffect.u_kelbim_deco_dark","3.0"
"26048","LineageMonster.oel_mahum_witch_doctor_300p","LineageMonsters.oel_mahum_witch_doctor_m00","LineageEffect.u_kelbim_deco_dark","4.0"
"26049","LineageMonster.oel_mahum_300p","LineageMonsters.oel_mahum_m00","LineageEffect.u_kelbim_deco_dark","3.5"
"26050","LineageMonster.oel_mahum_warrior_300p","LineageMonsters.oel_mahum_warrior_m00","LineageEffect.u_kelbim_deco_dark","4.0"
"26051","LineageMonster5.xel_mahum_warrior","LineageMonsters5.xel_mahum_warrior_m00","LineageEffect.u_kelbim_deco_dark","4.0"
"26052","LineageMonster.ol_mahum","LineageMonsters.ol_mahum_m00","LineageEffect.d_ghost_deco_c","2.5"
"26053","LineageMonster.ol_mahum_archer","LineageMonsters.ol_mahum_archer_m00","LineageEffect.d_ghost_deco_c","2.5"
"26054","LineageMonster.ol_mahum_champion","LineageMonsters.ol_mahum_champion_m00","LineageEffect.d_ghost_deco_c","2.5"
"26055","LineageMonster.ol_mahum_champion","LineageMonsters.ol_mahum_champion_m00","LineageEffect.d_ghost_deco_c","2.5"
"26056","LineageMonster.oel_mahum_50_bi","LineageMonsters.oel_mahum_m00","LineageEffect.d_ghost_deco_c","4.0"
"26057","LineageMonster.oel_mahum_witch_doctor_50_bi","LineageMonsters.oel_mahum_witch_doctor_m00","LineageEffect.d_ghost_deco_c","4.0"
"26058","LineageMonster.oel_mahum_warrior_50_bi","LineageMonsters.oel_mahum_warrior_m00","LineageEffect.d_ghost_deco_c","4.0"
"26059","LineageMonster.oel_mahum_champion","LineageMonsters.oel_mahum_champion_m00","LineageEffect.d_ghost_deco_c","4.0"
"26060","LineageMonster5.xel_mahum_warrior","LineageMonsters5.xel_mahum_warrior_m00","LineageEffect.d_ghost_deco_c","4.0"
"26061","LineageMonster5.xel_mahum_high_sorcerer","LineageMonsters5.xel_mahum_high_sorcerer_m00","LineageEffect.d_ghost_deco_c","4.0"
"26062","LineageMonster.kel_mahum_warrior","LineageMonsters.kel_mahum_warrior_m00","LineageEffect.d_ghost_deco_c","2.5"
"26063","LineageMonster5.xel_mahum_sniper_A","LineageMonsters5.xel_mahum_sniper_m00","LineageEffect.d_ghost_deco_c","4.0"
"26083","LineageMonster.drake","LineageMonsters.drake_m00","LineageEffect.u_kelbim_deco_dark","4.0"
"26084","LineageMonster.cave_maiden_250p","LineageMonsters.cave_maiden_m00","LineageEffect.u_kelbim_deco_dark","2.8"
"26085","LineageMonster4.lich_A_110p","LineageMonsters4.Lich_A_m00","LineageEffect.u_kelbim_deco_dark","2.8"
"26087","LineageMonster5.dimension_caller","LineageMonsters5.dimension_caller_m00","LineageEffect.u_kelbim_deco_dark","2.8"
"26088","LineageMonster4.death_knight_n_280p","LineageMonsters4.Death_Knight_A_m00","LineageEffect.u_kelbim_deco_dark","2.8"
"26089","LineageMonster.serpent_slave","LineageMonsters.serpent_slave_m00","LineageEffect.d_ghost_deco_c","2.0"
"26090","LineageMonster.cave_maiden_50_bi","LineageMonsters.cave_maiden_m00","LineageEffect.d_ghost_deco_c","2.0"
"26091","LineageMonster.cave_maiden_50_bi","LineageMonsters.cave_maiden_m00","LineageEffect.d_ghost_deco_c","2.0"
"26092","LineageMonster.banshee","LineageMonsters.banshee_m00","LineageEffect.d_ghost_deco_c","2.0"
"26093","LineageMonster.bloody_queen_50_bi","LineageMonsters.bloody_queen_m00","LineageEffect.d_ghost_deco_c","2.0"
"26094","LineageMonster3.Succubus_Raid","LineageMonsters3.succubus_raid_m00","LineageEffect.d_ghost_deco_c","2.0"
"26095","LineageMonster.death_blader_bi","LineageMonsters.death_blader_m00","LineageEffect.d_ghost_deco_c","2.8"
"26096","LineageMonster5.dimension_caller_a","LineageMonsters5.dimension_caller_m00","LineageEffect.d_ghost_deco_c","2.0"
"26097","LineageMonster4.death_knight_n_104p","LineageMonsters4.Death_Knight_A_m00","LineageEffect.d_ghost_deco_c","2.8"
"26114","LineageMonster.zenta_lizardman_matriarch_200p","LineageMonsters.zenta_lizardman_matriarch_m00","LineageEffect.u_kelbim_deco_dark","2.8"
"26115","LineageMonster.zenta_lizardman_matriarch_200p","LineageMonsters.zenta_lizardman_matriarch_m00","LineageEffect.u_kelbim_deco_dark","2.8"
"26116","LineageMonster5.tantaar_lizardman_sorcerer","LineageMonsters5.tantaar_lizardman_sorcerer_m00","LineageEffect.u_kelbim_deco_dark","2.8"
"26117","LineageMonster13.high_lizard_shaman","LineageMonsters14.high_lizard_shaman_m00","LineageEffect.u_kelbim_deco_dark","2.8"
"26118","LineageMonster5.tantaar_lizardman_warrior","LineageMonsters5.tantaar_lizardman_warrior_m00","LineageEffect.u_kelbim_deco_dark","2.8"
"26119","LineageMonster13.high_lizard_archer","LineageMonsters14.high_lizard_archer_m00","LineageEffect.u_kelbim_deco_dark","2.8"
"26120","LineageMonster.zenta_lizardman_matriarch_bi","LineageMonsters.zenta_lizardman_matriarch_m00","LineageEffect.d_ghost_deco_c","2.0"
"26121","LineageMonster.zenta_lizardman_shaman_50_bi","LineageMonsters.zenta_lizardman_shaman_m00","LineageEffect.d_ghost_deco_c","2.0"
"26122","LineageMonster5.tantaar_lizardman_sorcerer","LineageMonsters5.tantaar_lizardman_sorcerer_m00","LineageEffect.d_ghost_deco_c","2.0"
"26123","LineageMonster.zenta_lizardman_matriarch_50_bi","LineageMonsters.zenta_lizardman_matriarch_m00","LineageEffect.d_ghost_deco_c","2.0"
"26124","LineageMonster5.tantaar_lizardman_high_sorcerer","LineageMonsters5.tantaar_lizardman_high_sorcerer_m00","LineageEffect.d_ghost_deco_c","2.0"
"26125","LineageMonster13.high_lizard_shaman","LineageMonsters14.high_lizard_shaman_m00","LineageEffect.d_ghost_deco_c","2.0"
"26126","LineageMonster.zenta_lizardman_matriarch_50_bi","LineageMonsters.zenta_lizardman_matriarch_m00","LineageEffect.d_ghost_deco_c","2.0"
"26127","LineageMonster13.high_lizard_archer","LineageMonsters14.high_lizard_archer_m00","LineageEffect.d_ghost_deco_c","2.5"
"26128","LineageMonster5.tantaar_lizardman_warrior","LineageMonsters5.tantaar_lizardman_warrior_m00","LineageEffect.d_ghost_deco_c","2.8"
"26129","LineageMonster.virud_lizardman_warrior","LineageMonsters.virud_lizardman_warrior_m00","LineageEffect.d_ghost_deco_c","2.0"
"26130","LineageMonster5.tantaar_lizardman_warrior","LineageMonsters5.tantaar_lizardman_warrior_m00","LineageEffect.d_ghost_deco_c","2.8"
"26131","LineageMonster13.high_lizard_archer","LineageMonsters14.high_lizard_archer_m00","LineageEffect.d_ghost_deco_c","2.5"
"26146","LineageMonster.skeleton_knight_50_bi","LineageMonsters.skeleton_knight_m00","LineageEffect.d_ghost_deco_c","2.0"
"26147","LineageMonster.succubus_100_bi","LineageMonsters.succubus_m00","LineageEffect.d_ghost_deco_c","2.0"
"26148","LineageMonster3.Bloody_Queen_Raid","LineageMonsters3.bloody_queen_raid_m00","LineageEffect.d_ghost_deco_c","2.0"
"26149","LineageMonster.skeleton_pikeman_100_bi","LineageMonsters.skeleton_pikeman_m00","LineageEffect.d_ghost_deco_c","2.0"
"26150","LineageMonster5.dimension_caller","LineageMonsters5.dimension_caller_m00","LineageEffect.d_ghost_deco_c","2.0"
"26151","LineageMonster.death_lord_50_bi","LineageMonsters.death_lord_m00","LineageEffect.d_ghost_deco_c","2.0"
"26152","LineageMonster3.Succubus_Raid","LineageMonsters3.succubus_raid_m00","LineageEffect.d_ghost_deco_c","2.0"
"26153","LineageMonster.karik_25_bi","LineageMonsters.karik_m00","LineageEffect.d_ghost_deco_c","2.0"
"26154","LineageMonster4.banshee_queen_red","LineageMonsters4.banshee_queen_m00","LineageEffect.d_ghost_deco_c","2.0"
"26155","LineageMonster.skeleton_knight_50_bi","LineageMonsters.skeleton_knight_m00","LineageEffect.u_kelbim_deco_dark","2.2"
"26156","LineageMonster.succubus_100_bi","LineageMonsters.succubus_m00","LineageEffect.u_kelbim_deco_dark","1.8"
"26157","LineageMonster.skeleton_pikeman_100_bi","LineageMonsters.skeleton_pikeman_m00","LineageEffect.u_kelbim_deco_dark","2.0"
"26158","LineageMonster.death_lord_250p","LineageMonsters.death_lord_m00","LineageEffect.u_kelbim_deco_dark","2.2"
"26159","LineageMonster.karik_25_bi","LineageMonsters.karik_m00","LineageEffect.u_kelbim_deco_dark","2.8"
"26160","LineageMonster4.banshee_queen_red","LineageMonsters4.banshee_queen_m00","LineageEffect.u_kelbim_deco_dark","1.8"
"26183","LineageMonster.zenta_lizardman_shaman_50_bi","LineageMonsters.zenta_lizardman_shaman_m00","LineageEffect.d_ghost_deco_c","2.0"
"26184","LineageMonster.zenta_lizardman_shaman_50_bi","LineageMonsters.zenta_lizardman_shaman_m00","LineageEffect.d_ghost_deco_c","2.0"
"26185","LineageMonster5.tantaar_lizardman_sorcerer","LineageMonsters5.tantaar_lizardman_sorcerer_m00","LineageEffect.d_ghost_deco_c","2.0"
"26186","LineageMonster.zenta_lizardman_matriarch_50_bi","LineageMonsters.zenta_lizardman_matriarch_m00","LineageEffect.d_ghost_deco_c","2.0"
"26187","LineageMonster5.tantaar_lizardman_high_sorcerer","LineageMonsters5.tantaar_lizardman_high_sorcerer_m00","LineageEffect.d_ghost_deco_c","2.0"
"26188","LineageMonster13.high_lizard_shaman","LineageMonsters14.high_lizard_shaman_m00","LineageEffect.d_ghost_deco_c","2.0"
"26189","LineageMonster.virud_lizardman_warrior","LineageMonsters.virud_lizardman_warrior_m00","LineageEffect.d_ghost_deco_c","2.0"
"26190","LineageMonster5.tantaar_lizardman_warrior","LineageMonsters5.tantaar_lizardman_warrior_m00","LineageEffect.d_ghost_deco_c","2.8"
"26191","LineageMonster13.high_lizard_archer","LineageMonsters14.high_lizard_archer_m00","LineageEffect.d_ghost_deco_c","2.5"
"26192","LineageMonster.zenta_lizardman_matriarch_200p","LineageMonsters.zenta_lizardman_matriarch_m00","LineageEffect.u_kelbim_deco_dark","2.8"
"26193","LineageMonster.zenta_lizardman_matriarch_200p","LineageMonsters.zenta_lizardman_matriarch_m00","LineageEffect.u_kelbim_deco_dark","2.8"
"26194","LineageMonster5.tantaar_lizardman_sorcerer","LineageMonsters5.tantaar_lizardman_sorcerer_m00","LineageEffect.u_kelbim_deco_dark","2.8"
"26195","LineageMonster13.high_lizard_shaman","LineageMonsters14.high_lizard_shaman_m00","LineageEffect.u_kelbim_deco_dark","2.8"
"26196","LineageMonster5.tantaar_lizardman_warrior","LineageMonsters5.tantaar_lizardman_warrior_m00","LineageEffect.u_kelbim_deco_dark","2.8"
"26197","LineageMonster13.high_lizard_archer","LineageMonsters14.high_lizard_archer_m00","LineageEffect.u_kelbim_deco_dark","2.8"
"29110","LineageNpcEV.collision_small","LineageNpcsEV.collision_dummy","LineageEffect.d_mon_ice2_deco","1.0"
"29125","LineageNpcEV.collision_small","LineageNpcsEV.collision_dummy","LineageEffect.d_mon_ice2_deco","1.0"
"29156","LineageMonster5.event_mimic_white","LineageMonsters5.bounded_mimic_m00","LineageEffect2.npc_stand_deco_g","1.0"
"29175","LineageNPC.baium_npc","LineageNPCs.baium_npc_m00","LineageEffect2.s_spacia_deco_a","2.5"
"29178","LineageMonster3.Cruel_Rider","LineageMonsters3.orc_rider_ancestor_m00","LineageEffect.d_chaos_match_deco","1.0"
"29250","LineageNPC.baium_npc","LineageNPCs.baium_npc_m00","LineageEffect2.s_spacia_deco_a","2.5"
"30009","LineageNPC4.a_fighterguild_teacher_MHuman","LineageNPCs4.a_fighterguild_teacher_MHuman_m00","LineageEffect.u_npc_id_buff","1.0"
"30011","LineageMonster.orc_shaman","LineageMonsters.orc_shaman_m00","LineageEffect.u_npc_id_b","1.5"
"30019","LineageNPC.a_mageguild_teacher_MHuman","LineageNPCs.a_mageguild_teacher_MHuman_m00","LineageEffect.u_npc_id_buff","1.0"
"30131","LineageNPC.a_clergyman_FDarkElf","LineageNPCs.a_clergyman_FDarkElf_m00","LineageEffect.u_npc_id_buff","1.0"
"30400","LineageNPC.a_guard_MElf","LineageNPCs.a_guard_MElf_m00","LineageEffect.u_npc_id_buff","1.0"
"30404","LineageNPC.a_clergyman_MDarkElf","LineageNPCs.a_clergyman_MDarkElf_m00","LineageEffect.u_npc_id_buff","1.0"
"30530","LineageNPC.e_mine_teacher_FDwarf","LineageNPCs.e_mine_teacher_FDwarf_m00","LineageEffect.u_npc_id_buff","1.0"
"30575","LineageNPC.e_clergyman_FOrc","LineageNPCs.e_clergyman_FOrc_m00","LineageEffect.u_npc_id_buff","1.0"
"33833","LineageNPC2.battery_of_insurgents","LineageNPCs2.battery_of_insurgents_m00","LineageEffect.u_npc_id_b","1.0"
"34095","LineageNPC.e_smith_Fdwarf","LineageNPCs.e_smith_Fdwarf_m00","LineageEffect.u_npc_id_b","1.0"
"34107","LineageNPC2.br_LuckyPig","Branch2.br_LuckyPig_m00","LineageEffect2.gold_heart_deco","2.0"
"34119","LineageMonster13.ndwarf_worker_a","LineageMonsters16.ndwarf_worker_a_m00","LineageEffect2.npc_stand_deco","1.0"
"34127","LineageMonster.mimic_even","LineageMonsters.alchemic_box_m00","LineageEffect.u_e_u860_deco_r","0.8"
"34128","LineageMonster.mimic_even","LineageMonsters.alchemic_box_m00","LineageEffect.u_e_u860_deco_y","0.8"
"34129","LineageMonster.mimic_even","LineageMonsters.alchemic_box_m00","LineageEffect.u_e_u860_deco_b","0.8"
"34160","LineageNPC.e_patriarch_MOrc","LineageNPCs.e_patriarch_MOrc_m00","LineageEffect.u_card_npcdeco","1.0"
"34164","LineageNPC5.epic_freya_kanna","LineageNpcs5.epic_freya_kanna_m00","LineageEffect.u_npc_id_b","1.3"
"34165","LineageNPC4.a_fighterguild_teacher_FHuman","LineageNPCs4.a_fighterguild_teacher_FHuman_m00","LineageEffect.u_npc_id_b","1.3"
"34168","LineageMonster4.little_mouse_pink","LineageMonsters4.little_mouse2_magichat_m00","LineageEffect.u_npc_id_b","1.2"
"34174","LineageNPC2.tow_lure","LineageNPCs2.tow_lure_m00","LineageEffect2.npc_stand_deco","1.0"
"34177","LineageNPC.e_mine_master_MDwarf","LineageNPCs.e_mine_master_MDwarf_m00","LineageEffect2.npc_stand_deco","1.0"
"34179","LineageNPC4.a_traderB_MHuman","LineageNPCs4.a_traderB_MHuman_m00","LineageEffect2.npc_stand_deco","1.0"
"34180","LineageNPC4.a_traderB_Mhuman_pet","LineageNPCs4.a_traderB_Mhuman_pet_m00","LineageEffect2.npc_stand_deco","1.0"
"34184","LineageNPC2.dilios","LineageNPCs2.dilios_m00","LineageEffect2.npc_stand_deco","1.0"
"34185","LineageNPC5.epic_tauti_archeologist","LineageNpcs5.epic_tauti_archeologist_m00","LineageEffect2.npc_stand_deco","1.0"
"34194","LineageNPC2.dilios","LineageNPCs2.dilios_m00","LineageEffect2.npc_stand_deco","1.0"
"34195","LineageNPC5.epic_tauti_archeologist","LineageNpcs5.epic_tauti_archeologist_m00","LineageEffect2.npc_stand_deco","1.0"
"34203","LineageNPC.a_traderD_Mhuman","LineageNPCs.a_traderD_Mhuman_m00","LineageEffect2.npc_stand_deco","1.0"
"34204","LineageNPC2.event_birth_alegria","LineageNPCs2.event_birth_alegria_m00","LineageEffect2.npc_stand_deco","1.0"
"34208","LineageNPC2.jackpot_event_master","LineageNPCs2.jackpot_event_master_m00","LineageEffect2.npc_stand_deco","1.0"
"34219","LineageNPC2.gustaf_athebalt","LineageNPCs2.gustaf_athebaldt_m00","LineageEffect2.npc_stand_deco","0.0"
"34228","LineageMonster5.guildmaster_jinia","LineageMonsters5.guildmaster_jinia_m00","LineageEffect2.npc_stand_deco","1.0"
"34229","LineageMonster5.swordmaster_kegor","LineageMonsters5.swordmaster_kegor_m00","LineageEffect2.npc_stand_deco","1.0"
"34233","LineageNPC5.ert_guildmaster_f_b","LineageNPCs5.ert_guildmaster_f_b_m00","LineageEffect2.npc_stand_deco","1.0"
"34234","LineageMonster13.fairy_civilian_a","LineageNPCs2.fairy_civilian_a","LineageEffect2.npc_stand_deco","1.0"
"34235","LineageNPC3.fairy_civilian","LineageNPCs3.fairy_civilian_m00","LineageEffect2.npc_stand_deco","1.0"
"34236","LineageNPC3.teleporter_cat_100p","LineageNPCs3.teleporter_cat_m00","LineageEffect2.npc_stand_deco","1.0"
"34237","LineageMonster6.genesis_bird_100p","LineageMonsters6.genesis_bird_m00","LineageEffect2.npc_stand_deco","1.0"
"34238","LineageNpc3.illusion_larcis","LineageNPCs3.illusion_larcis_m00","LineageEffect2.npc_stand_deco","1.0"
"34239","LineageNPC.a_teleporter_FElf","LineageNPCs.a_teleporter_FElf_m00","LineageEffect2.npc_stand_deco","1.0"
"34240","LineageNPC4.lionel_hunter","LineageNPCs4.lionel_hunter_m00","LineageEffect2.npc_stand_deco","1.0"
"34241","LineageNPC5.herphah","LineageNPCs5.herphah_m00","LineageEffect2.npc_stand_deco","1.0"
"34242","LineageNPC5.hardin_MHuman","LineageNPCs5.hardin_MHuman_m00","LineageEffect2.npc_stand_deco","1.0"
"34243","LineageNPC.a_teleporter_FDarkElf_a","LineageNPCs.a_teleporter_FDarkElf_m00","LineageEffect2.npc_stand_deco","1.0"
"34247","LineageNPC3.fairy_civilian","LineageNPCs3.fairy_civilian_m00","LineageEffect2.npc_stand_deco","1.0"
"34249","LineageNpc2.agit_maid_c","LineageNPCs2.agit_maid_c_m00","LineageEffect2.npc_stand_deco","1.0"
"34250","LineageNPC.e_mine_teacher_MDwarf","LineageNPCs.e_mine_teacher_MDwarf_m00","LineageEffect2.npc_stand_deco","1.0"
"34251","LineageNPC.e_mine_teacher_FDwarf","LineageNPCs.e_mine_teacher_FDwarf_m00","LineageEffect2.npc_stand_deco","1.0"
"34252","LineageNPC.e_mine_master_MDwarf","LineageNPCs.e_mine_master_MDwarf_m00","LineageEffect2.npc_stand_deco","1.0"
"34255","LineageMonster5.event_mimic_gold","LineageMonsters5.bounded_mimic_m00","LineageEffect2.npc_stand_deco_g","1.0"
"34307","LineageNPC4.a_fighterguild_teacher_MHuman","LineageNPCs4.a_fighterguild_teacher_MHuman_m00","LineageEffect.u_npc_id_b","1.0"
"34311","LineageNPC5.chef_Mhuman","LineageNpcs5.chef_Mhuman_m00","LineageEffect2.npc_stand_deco","1.0"
"34319","LineageMonster13.ndwarf_guard","LineageMonsters16.ndwarf_guard_m00","LineageEffect2.npc_stand_deco","1.0"
"34320","LineageNPC3.illusion_shannon","LineageNPCs3.illusion_shannon_m00","LineageEffect2.npc_stand_deco","1.0"
"34321","LineageNpc2.gracia_meofficer_1hs","LineageNPCs2.gracia_meofficer_1hs_m00","LineageEffect2.npc_stand_deco","1.0"
"34322","LineageNPC5.camille_npc","LineageNPCs5.camille_npc_m00","LineageEffect2.npc_stand_deco","1.0"
"34327","LineageNPC4.e_trader_Forc_color","LineageNPCs4.e_fighterguild_teacher_FOrc_m00","LineageEffect2.npc_stand_deco","1.0"
"34329","LineageMonster5.event_mimic_gold","LineageMonsters5.bounded_mimic_m00","LineageEffect2.npc_stand_deco_g","1.0"
"34332","LineageNPC.a_traderD_Mhuman","LineageNPCs.a_traderD_Mhuman_m00","LineageEffect2.npc_stand_deco","1.0"
"34336","LineageMonster.mimic_even","LineageMonsters.alchemic_box_m00","LineageEffect.u_e_u860_deco_b","0.8"
"34340","LineageNPC5.epic_freya_saiyan","LineageNpcs5.epic_freya_saiyan_m00","LineageEffect.u_npc_id_b","1.0"
"34341","LineageMonster9.bv_monk","LineageMonsters9.bv_monk_m00","LineageEffect.u_npc_id_b","1.0"
