step,t_hours,t01,phase,phaseName,envType,skyR,skyG,skyB,sunR,sunG,sunB,actorR,actorG,actorB,skyR01,skyG01,skyB01,sunR01,sunG01,sunB01,actorR01,actorG01,actorB01,skyHex,sunHex,actorHex
151,12.627178,0.526132,1,day,0,66,124,176,255,219,151,150,150,150,0.258824,0.486275,0.690196,1,0.858824,0.592157,0.588235,0.588235,0.588235,#427CB0,#FFDB97,#969696
152,12.710801,0.529617,1,day,0,66,124,176,255,219,151,150,150,150,0.258824,0.486275,0.690196,1,0.858824,0.592157,0.588235,0.588235,0.588235,#427CB0,#FFDB97,#969696
153,12.794424,0.533101,1,day,0,66,124,176,255,219,151,150,150,150,0.258824,0.486275,0.690196,1,0.858824,0.592157,0.588235,0.588235,0.588235,#427CB0,#FFDB97,#969696
154,12.87805,0.536585,1,day,0,66,124,176,255,219,151,150,150,150,0.258824,0.486275,0.690196,1,0.858824,0.592157,0.588235,0.588235,0.588235,#427CB0,#FFDB97,#969696
155,12.961673,0.54007,1,day,0,66,124,176,255,219,151,150,150,150,0.258824,0.486275,0.690196,1,0.858824,0.592157,0.588235,0.588235,0.588235,#427CB0,#FFDB97,#969696
156,13.045296,0.543554,1,day,0,66,124,176,255,219,151,150,150,150,0.258824,0.486275,0.690196,1,0.858824,0.592157,0.588235,0.588235,0.588235,#427CB0,#FFDB97,#969696
157,13.12892,0.547038,1,day,0,66,124,176,255,219,151,150,150,150,0.258824,0.486275,0.690196,1,0.858824,0.592157,0.588235,0.588235,0.588235,#427CB0,#FFDB97,#969696
158,13.212543,0.550523,1,day,0,66,124,176,255,219,151,150,150,150,0.258824,0.486275,0.690196,1,0.858824,0.592157,0.588235,0.588235,0.588235,#427CB0,#FFDB97,#969696
159,13.296167,0.554007,1,day,0,66,124,176,255,219,151,150,150,150,0.258824,0.486275,0.690196,1,0.858824,0.592157,0.588235,0.588235,0.588235,#427CB0,#FFDB97,#969696
160,13.379791,0.557491,1,day,0,66,124,176,255,219,151,150,150,150,0.258824,0.486275,0.690196,1,0.858824,0.592157,0.588235,0.588235,0.588235,#427CB0,#FFDB97,#969696
161,13.463415,0.560976,1,day,0,66,124,176,255,219,151,150,150,150,0.258824,0.486275,0.690196,1,0.858824,0.592157,0.588235,0.588235,0.588235,#427CB0,#FFDB97,#969696
162,13.547038,0.56446,1,day,0,66,124,176,255,219,151,150,150,150,0.258824,0.486275,0.690196,1,0.858824,0.592157,0.588235,0.588235,0.588235,#427CB0,#FFDB97,#969696
163,13.630661,0.567944,1,day,0,66,124,176,255,219,151,150,150,150,0.258824,0.486275,0.690196,1,0.858824,0.592157,0.588235,0.588235,0.588235,#427CB0,#FFDB97,#969696
164,13.714287,0.571429,1,day,0,66,124,176,255,219,151,150,150,150,0.258824,0.486275,0.690196,1,0.858824,0.592157,0.588235,0.588235,0.588235,#427CB0,#FFDB97,#969696
165,13.79791,0.574913,1,day,0,66,124,176,255,219,151,150,150,150,0.258824,0.486275,0.690196,1,0.858824,0.592157,0.588235,0.588235,0.588235,#427CB0,#FFDB97,#969696
166,13.881533,0.578397,1,day,0,66,124,176,255,219,151,150,150,150,0.258824,0.486275,0.690196,1,0.858824,0.592157,0.588235,0.588235,0.588235,#427CB0,#FFDB97,#969696
167,13.965157,0.581882,1,day,0,66,124,176,255,219,151,150,150,150,0.258824,0.486275,0.690196,1,0.858824,0.592157,0.588235,0.588235,0.588235,#427CB0,#FFDB97,#969696
168,14.04878,0.585366,1,day,0,66,124,176,255,219,151,150,150,150,0.258824,0.486275,0.690196,1,0.858824,0.592157,0.588235,0.588235,0.588235,#427CB0,#FFDB97,#969696
169,14.132404,0.58885,1,day,0,66,124,176,255,219,151,150,150,150,0.258824,0.486275,0.690196,1,0.858824,0.592157,0.588235,0.588235,0.588235,#427CB0,#FFDB97,#969696
170,14.216028,0.592334,1,day,0,66,124,176,255,219,151,150,150,150,0.258824,0.486275,0.690196,1,0.858824,0.592157,0.588235,0.588235,0.588235,#427CB0,#FFDB97,#969696
171,14.299652,0.595819,1,day,0,66,124,176,255,219,151,150,150,150,0.258824,0.486275,0.690196,1,0.858824,0.592157,0.588235,0.588235,0.588235,#427CB0,#FFDB97,#969696
172,14.383275,0.599303,1,day,0,66,124,176,255,219,151,150,150,150,0.258824,0.486275,0.690196,1,0.858824,0.592157,0.588235,0.588235,0.588235,#427CB0,#FFDB97,#969696
173,14.466898,0.602787,1,day,0,66,124,176,255,219,151,150,150,150,0.258824,0.486275,0.690196,1,0.858824,0.592157,0.588235,0.588235,0.588235,#427CB0,#FFDB97,#969696
174,14.550524,0.606272,1,day,0,66,124,176,255,219,151,150,150,150,0.258824,0.486275,0.690196,1,0.858824,0.592157,0.588235,0.588235,0.588235,#427CB0,#FFDB97,#969696
175,14.634147,0.609756,1,day,0,66,124,176,255,219,151,150,150,150,0.258824,0.486275,0.690196,1,0.858824,0.592157,0.588235,0.588235,0.588235,#427CB0,#FFDB97,#969696
176,14.71777,0.61324,1,day,0,66,124,176,255,219,151,150,150,150,0.258824,0.486275,0.690196,1,0.858824,0.592157,0.588235,0.588235,0.588235,#427CB0,#FFDB97,#969696
177,14.801394,0.616725,1,day,0,66,124,176,255,219,151,150,150,150,0.258824,0.486275,0.690196,1,0.858824,0.592157,0.588235,0.588235,0.588235,#427CB0,#FFDB97,#969696
178,14.885017,0.620209,1,day,0,66,124,176,255,219,151,150,150,150,0.258824,0.486275,0.690196,1,0.858824,0.592157,0.588235,0.588235,0.588235,#427CB0,#FFDB97,#969696
179,14.968641,0.623693,1,day,0,66,124,176,255,219,151,150,150,150,0.258824,0.486275,0.690196,1,0.858824,0.592157,0.588235,0.588235,0.588235,#427CB0,#FFDB97,#969696
180,15.052265,0.627178,1,day,0,66,124,176,255,218,150,150,150,150,0.258824,0.486275,0.690196,1,0.854902,0.588235,0.588235,0.588235,0.588235,#427CB0,#FFDA96,#969696
181,15.135889,0.630662,1,day,0,66,124,176,255,217,150,150,150,150,0.258824,0.486275,0.690196,1,0.85098,0.588235,0.588235,0.588235,0.588235,#427CB0,#FFD996,#969696
182,15.219512,0.634146,1,day,0,66,124,176,255,217,149,150,150,150,0.258824,0.486275,0.690196,1,0.85098,0.584314,0.588235,0.588235,0.588235,#427CB0,#FFD995,#969696
183,15.303135,0.637631,1,day,0,66,124,176,255,216,149,150,150,150,0.258824,0.486275,0.690196,1,0.847059,0.584314,0.588235,0.588235,0.588235,#427CB0,#FFD895,#969696
184,15.386761,0.641115,1,day,0,66,124,176,255,215,148,150,150,150,0.258824,0.486275,0.690196,1,0.843137,0.580392,0.588235,0.588235,0.588235,#427CB0,#FFD794,#969696
185,15.470384,0.644599,1,day,0,66,124,176,255,214,148,150,150,150,0.258824,0.486275,0.690196,1,0.839216,0.580392,0.588235,0.588235,0.588235,#427CB0,#FFD694,#969696
186,15.554007,0.648084,1,day,0,66,124,176,255,214,148,150,150,150,0.258824,0.486275,0.690196,1,0.839216,0.580392,0.588235,0.588235,0.588235,#427CB0,#FFD694,#969696
187,15.63763,0.651568,1,day,0,66,124,176,255,213,147,150,150,150,0.258824,0.486275,0.690196,1,0.835294,0.576471,0.588235,0.588235,0.588235,#427CB0,#FFD593,#969696
188,15.721254,0.655052,1,day,0,66,124,176,255,212,147,150,150,150,0.258824,0.486275,0.690196,1,0.831373,0.576471,0.588235,0.588235,0.588235,#427CB0,#FFD493,#969696
189,15.804878,0.658537,1,day,0,66,124,176,255,211,146,150,150,150,0.258824,0.486275,0.690196,1,0.827451,0.572549,0.588235,0.588235,0.588235,#427CB0,#FFD392,#969696
190,15.888502,0.662021,1,day,0,66,124,176,255,211,146,150,150,150,0.258824,0.486275,0.690196,1,0.827451,0.572549,0.588235,0.588235,0.588235,#427CB0,#FFD392,#969696
191,15.972126,0.665505,1,day,0,66,124,176,255,210,145,150,150,150,0.258824,0.486275,0.690196,1,0.823529,0.568627,0.588235,0.588235,0.588235,#427CB0,#FFD291,#969696
192,16.055748,0.66899,1,day,0,66,124,176,255,209,145,148,148,148,0.258824,0.486275,0.690196,1,0.819608,0.568627,0.580392,0.580392,0.580392,#427CB0,#FFD191,#949494
193,16.139372,0.672474,1,day,0,66,124,176,255,208,145,145,145,145,0.258824,0.486275,0.690196,1,0.815686,0.568627,0.568627,0.568627,0.568627,#427CB0,#FFD091,#919191
194,16.222998,0.675958,1,day,0,66,124,176,255,207,144,143,143,143,0.258824,0.486275,0.690196,1,0.811765,0.564706,0.560784,0.560784,0.560784,#427CB0,#FFCF90,#8F8F8F
195,16.306622,0.679443,1,day,0,66,124,176,255,207,144,140,140,140,0.258824,0.486275,0.690196,1,0.811765,0.564706,0.54902,0.54902,0.54902,#427CB0,#FFCF90,#8C8C8C
196,16.390244,0.682927,1,day,0,66,124,176,255,206,143,138,138,138,0.258824,0.486275,0.690196,1,0.807843,0.560784,0.541176,0.541176,0.541176,#427CB0,#FFCE8F,#8A8A8A
197,16.473867,0.686411,1,day,0,66,124,176,255,205,143,135,135,135,0.258824,0.486275,0.690196,1,0.803922,0.560784,0.529412,0.529412,0.529412,#427CB0,#FFCD8F,#878787
198,16.557491,0.689895,1,day,0,66,124,176,255,204,142,133,133,133,0.258824,0.486275,0.690196,1,0.8,0.556863,0.521569,0.521569,0.521569,#427CB0,#FFCC8E,#858585
199,16.641115,0.69338,1,day,0,66,124,176,255,204,142,130,130,130,0.258824,0.486275,0.690196,1,0.8,0.556863,0.509804,0.509804,0.509804,#427CB0,#FFCC8E,#828282
200,16.724739,0.696864,1,day,0,66,124,176,255,203,142,128,128,128,0.258824,0.486275,0.690196,1,0.796078,0.556863,0.501961,0.501961,0.501961,#427CB0,#FFCB8E,#808080
201,16.808363,0.700348,1,day,0,66,124,176,255,202,141,125,125,125,0.258824,0.486275,0.690196,1,0.792157,0.552941,0.490196,0.490196,0.490196,#427CB0,#FFCA8D,#7D7D7D
202,16.891987,0.703833,1,day,0,66,124,176,255,201,141,123,123,123,0.258824,0.486275,0.690196,1,0.788235,0.552941,0.482353,0.482353,0.482353,#427CB0,#FFC98D,#7B7B7B
203,16.975609,0.707317,1,day,0,66,124,176,255,201,140,120,120,120,0.258824,0.486275,0.690196,1,0.788235,0.54902,0.470588,0.470588,0.470588,#427CB0,#FFC98C,#787878
204,17.059235,0.710801,1,day,0,65,123,174,255,200,140,120,120,120,0.254902,0.482353,0.682353,1,0.784314,0.54902,0.470588,0.470588,0.470588,#417BAE,#FFC88C,#787878
205,17.142857,0.714286,1,day,0,65,122,173,255,199,139,120,120,120,0.254902,0.478431,0.678431,1,0.780392,0.545098,0.470588,0.470588,0.470588,#417AAD,#FFC78B,#787878
206,17.22648,0.71777,1,day,0,64,121,171,255,198,139,120,120,120,0.25098,0.47451,0.670588,1,0.776471,0.545098,0.470588,0.470588,0.470588,#4079AB,#FFC68B,#787878
207,17.310104,0.721254,1,day,0,64,119,170,255,198,138,120,120,120,0.25098,0.466667,0.666667,1,0.776471,0.541176,0.470588,0.470588,0.470588,#4077AA,#FFC68A,#787878
208,17.393728,0.724739,1,day,0,63,118,168,255,197,138,120,120,120,0.247059,0.462745,0.658824,1,0.772549,0.541176,0.470588,0.470588,0.470588,#3F76A8,#FFC58A,#787878
209,17.477352,0.728223,1,day,0,63,117,166,255,196,138,120,120,120,0.247059,0.458824,0.65098,1,0.768627,0.541176,0.470588,0.470588,0.470588,#3F75A6,#FFC48A,#787878
210,17.560976,0.731707,1,day,0,62,116,165,255,195,137,120,120,120,0.243137,0.454902,0.647059,1,0.764706,0.537255,0.470588,0.470588,0.470588,#3E74A5,#FFC389,#787878
211,17.6446,0.735192,1,day,0,62,115,163,255,195,137,120,120,120,0.243137,0.45098,0.639216,1,0.764706,0.537255,0.470588,0.470588,0.470588,#3E73A3,#FFC389,#787878
212,17.728222,0.738676,1,day,0,61,114,162,255,194,136,120,120,120,0.239216,0.447059,0.635294,1,0.760784,0.533333,0.470588,0.470588,0.470588,#3D72A2,#FFC288,#787878
213,17.811846,0.74216,1,day,0,61,113,160,255,193,136,120,120,120,0.239216,0.443137,0.627451,1,0.756863,0.533333,0.470588,0.470588,0.470588,#3D71A0,#FFC188,#787878
214,17.895472,0.745645,1,day,0,60,112,158,255,192,135,120,120,120,0.235294,0.439216,0.619608,1,0.752941,0.529412,0.470588,0.470588,0.470588,#3C709E,#FFC087,#787878
215,17.979095,0.749129,1,day,0,60,111,157,255,192,135,120,120,120,0.235294,0.435294,0.615686,1,0.752941,0.529412,0.470588,0.470588,0.470588,#3C6F9D,#FFC087,#787878
216,18.062717,0.752613,1,day,0,60,111,157,255,191,135,120,120,120,0.235294,0.435294,0.615686,1,0.74902,0.529412,0.470588,0.470588,0.470588,#3C6F9D,#FFBF87,#787878
217,18.146341,0.756098,1,day,0,60,111,157,255,190,134,120,120,120,0.235294,0.435294,0.615686,1,0.745098,0.52549,0.470588,0.470588,0.470588,#3C6F9D,#FFBE86,#787878
218,18.229965,0.759582,1,day,0,60,111,157,255,189,134,120,120,120,0.235294,0.435294,0.615686,1,0.741176,0.52549,0.470588,0.470588,0.470588,#3C6F9D,#FFBD86,#787878
219,18.313587,0.763066,1,day,0,60,111,157,255,189,133,120,120,120,0.235294,0.435294,0.615686,1,0.741176,0.521569,0.470588,0.470588,0.470588,#3C6F9D,#FFBD85,#787878
220,18.397213,0.766551,1,day,0,60,111,157,255,188,133,120,120,120,0.235294,0.435294,0.615686,1,0.737255,0.521569,0.470588,0.470588,0.470588,#3C6F9D,#FFBC85,#787878
221,18.480837,0.770035,1,day,0,60,111,157,255,187,132,120,120,120,0.235294,0.435294,0.615686,1,0.733333,0.517647,0.470588,0.470588,0.470588,#3C6F9D,#FFBB84,#787878
222,18.564461,0.773519,1,day,0,60,111,157,255,186,132,120,120,120,0.235294,0.435294,0.615686,1,0.729412,0.517647,0.470588,0.470588,0.470588,#3C6F9D,#FFBA84,#787878
223,18.648083,0.777003,1,day,0,60,111,157,255,186,132,120,120,120,0.235294,0.435294,0.615686,1,0.729412,0.517647,0.470588,0.470588,0.470588,#3C6F9D,#FFBA84,#787878
224,18.731707,0.780488,1,day,0,60,111,157,255,185,131,120,120,120,0.235294,0.435294,0.615686,1,0.72549,0.513725,0.470588,0.470588,0.470588,#3C6F9D,#FFB983,#787878
225,18.815331,0.783972,1,day,0,60,111,157,255,184,131,120,120,120,0.235294,0.435294,0.615686,1,0.721569,0.513725,0.470588,0.470588,0.470588,#3C6F9D,#FFB883,#787878
226,18.898954,0.787456,1,day,0,60,111,157,255,183,130,120,120,120,0.235294,0.435294,0.615686,1,0.717647,0.509804,0.470588,0.470588,0.470588,#3C6F9D,#FFB782,#787878
227,18.982578,0.790941,1,day,0,60,111,157,255,183,130,120,120,120,0.235294,0.435294,0.615686,1,0.717647,0.509804,0.470588,0.470588,0.470588,#3C6F9D,#FFB782,#787878
228,19.066202,0.794425,1,day,0,60,111,157,255,182,129,120,120,120,0.235294,0.435294,0.615686,1,0.713725,0.505882,0.470588,0.470588,0.470588,#3C6F9D,#FFB681,#787878
229,19.149826,0.797909,1,day,0,60,111,157,255,181,129,120,120,120,0.235294,0.435294,0.615686,1,0.709804,0.505882,0.470588,0.470588,0.470588,#3C6F9D,#FFB581,#787878
230,19.23345,0.801394,1,day,0,60,111,157,255,180,128,120,120,120,0.235294,0.435294,0.615686,1,0.705882,0.501961,0.470588,0.470588,0.470588,#3C6F9D,#FFB480,#787878
231,19.317074,0.804878,1,day,0,60,111,157,255,180,128,120,120,120,0.235294,0.435294,0.615686,1,0.705882,0.501961,0.470588,0.470588,0.470588,#3C6F9D,#FFB480,#787878
232,19.400696,0.808362,1,day,0,60,111,157,255,179,128,120,120,120,0.235294,0.435294,0.615686,1,0.701961,0.501961,0.470588,0.470588,0.470588,#3C6F9D,#FFB380,#787878
233,19.48432,0.811847,1,day,0,60,111,157,255,178,127,120,120,120,0.235294,0.435294,0.615686,1,0.698039,0.498039,0.470588,0.470588,0.470588,#3C6F9D,#FFB27F,#787878
234,19.567944,0.815331,1,day,0,60,111,157,255,177,127,120,120,120,0.235294,0.435294,0.615686,1,0.694118,0.498039,0.470588,0.470588,0.470588,#3C6F9D,#FFB17F,#787878
235,19.651569,0.818815,1,day,0,60,111,157,255,177,126,120,120,120,0.235294,0.435294,0.615686,1,0.694118,0.494118,0.470588,0.470588,0.470588,#3C6F9D,#FFB17E,#787878
236,19.735191,0.8223,1,day,0,60,111,157,255,176,126,120,120,120,0.235294,0.435294,0.615686,1,0.690196,0.494118,0.470588,0.470588,0.470588,#3C6F9D,#FFB07E,#787878
237,19.818815,0.825784,1,day,0,60,111,157,255,175,125,120,120,120,0.235294,0.435294,0.615686,1,0.686275,0.490196,0.470588,0.470588,0.470588,#3C6F9D,#FFAF7D,#787878
238,19.902439,0.829268,1,day,0,60,111,157,255,174,125,120,120,120,0.235294,0.435294,0.615686,1,0.682353,0.490196,0.470588,0.470588,0.470588,#3C6F9D,#FFAE7D,#787878
239,19.986061,0.832753,1,day,0,60,111,157,255,174,125,120,120,120,0.235294,0.435294,0.615686,1,0.682353,0.490196,0.470588,0.470588,0.470588,#3C6F9D,#FFAE7D,#787878
240,20.069687,0.836237,1,day,0,60,111,157,253,172,122,120,120,120,0.235294,0.435294,0.615686,0.992157,0.67451,0.478431,0.470588,0.470588,0.470588,#3C6F9D,#FDAC7A,#787878
241,20.153311,0.839721,1,day,0,60,111,157,251,169,120,120,120,120,0.235294,0.435294,0.615686,0.984314,0.662745,0.470588,0.470588,0.470588,0.470588,#3C6F9D,#FBA978,#787878
242,20.236935,0.843206,1,day,0,60,111,157,249,167,117,120,120,120,0.235294,0.435294,0.615686,0.976471,0.654902,0.458824,0.470588,0.470588,0.470588,#3C6F9D,#F9A775,#787878
243,20.320557,0.84669,1,day,0,60,111,157,247,165,114,120,120,120,0.235294,0.435294,0.615686,0.968627,0.647059,0.447059,0.470588,0.470588,0.470588,#3C6F9D,#F7A572,#787878
244,20.404181,0.850174,1,day,0,60,111,157,245,162,112,120,120,120,0.235294,0.435294,0.615686,0.960784,0.635294,0.439216,0.470588,0.470588,0.470588,#3C6F9D,#F5A270,#787878
245,20.487804,0.853658,1,day,0,60,111,157,243,160,109,120,120,120,0.235294,0.435294,0.615686,0.952941,0.627451,0.427451,0.470588,0.470588,0.470588,#3C6F9D,#F3A06D,#787878
246,20.571428,0.857143,1,day,0,60,111,157,241,158,107,120,120,120,0.235294,0.435294,0.615686,0.945098,0.619608,0.419608,0.470588,0.470588,0.470588,#3C6F9D,#F19E6B,#787878
247,20.655052,0.860627,1,day,0,60,111,157,239,156,104,120,120,120,0.235294,0.435294,0.615686,0.937255,0.611765,0.407843,0.470588,0.470588,0.470588,#3C6F9D,#EF9C68,#787878
248,20.738676,0.864112,1,day,0,60,111,157,237,153,101,120,120,120,0.235294,0.435294,0.615686,0.929412,0.6,0.396078,0.470588,0.470588,0.470588,#3C6F9D,#ED9965,#787878
249,20.8223,0.867596,1,day,0,60,111,157,235,151,99,120,120,120,0.235294,0.435294,0.615686,0.921569,0.592157,0.388235,0.470588,0.470588,0.470588,#3C6F9D,#EB9763,#787878
250,20.905924,0.87108,1,day,0,60,111,157,233,149,96,120,120,120,0.235294,0.435294,0.615686,0.913725,0.584314,0.376471,0.470588,0.470588,0.470588,#3C6F9D,#E99560,#787878
251,20.989548,0.874564,1,day,0,60,111,157,231,147,94,120,120,120,0.235294,0.435294,0.615686,0.905882,0.576471,0.368627,0.470588,0.470588,0.470588,#3C6F9D,#E7935E,#787878
252,21.07317,0.878049,1,day,0,62,110,157,230,144,91,122,119,117,0.243137,0.431373,0.615686,0.901961,0.564706,0.356863,0.478431,0.466667,0.458824,#3E6E9D,#E6905B,#7A7775
253,21.156794,0.881533,1,day,0,65,110,157,228,142,88,125,119,114,0.254902,0.431373,0.615686,0.894118,0.556863,0.345098,0.490196,0.466667,0.447059,#416E9D,#E48E58,#7D7772
254,21.240417,0.885017,1,day,0,69,110,157,226,140,86,127,119,112,0.270588,0.431373,0.615686,0.886275,0.54902,0.337255,0.498039,0.466667,0.439216,#456E9D,#E28C56,#7F7770
255,21.324043,0.888502,1,day,0,72,109,157,224,137,83,130,119,109,0.282353,0.427451,0.615686,0.878431,0.537255,0.32549,0.509804,0.466667,0.427451,#486D9D,#E08953,#82776D
256,21.407665,0.891986,1,day,0,75,109,157,222,135,81,133,119,106,0.294118,0.427451,0.615686,0.870588,0.529412,0.317647,0.521569,0.466667,0.415686,#4B6D9D,#DE8751,#85776A
257,21.491289,0.89547,1,day,0,78,109,157,220,133,78,135,119,104,0.305882,0.427451,0.615686,0.862745,0.521569,0.305882,0.529412,0.466667,0.407843,#4E6D9D,#DC854E,#877768
258,21.574913,0.898955,1,day,0,81,108,158,218,131,75,138,119,101,0.317647,0.423529,0.619608,0.854902,0.513725,0.294118,0.541176,0.466667,0.396078,#516C9E,#DA834B,#8A7765
259,21.658535,0.902439,1,day,0,85,108,158,216,128,73,141,119,98,0.333333,0.423529,0.619608,0.847059,0.501961,0.286275,0.552941,0.466667,0.384314,#556C9E,#D88049,#8D7762
260,21.742161,0.905923,1,day,0,88,108,158,214,126,70,143,119,96,0.345098,0.423529,0.619608,0.839216,0.494118,0.27451,0.560784,0.466667,0.376471,#586C9E,#D67E46,#8F7760
261,21.825785,0.909408,1,day,0,91,107,158,212,124,67,146,119,93,0.356863,0.419608,0.619608,0.831373,0.486275,0.262745,0.572549,0.466667,0.364706,#5B6B9E,#D47C43,#92775D
262,21.909409,0.912892,1,day,0,94,107,158,210,121,65,149,119,90,0.368627,0.419608,0.619608,0.823529,0.47451,0.254902,0.584314,0.466667,0.352941,#5E6B9E,#D27941,#95775A
263,21.993031,0.916376,1,day,0,97,107,158,208,119,62,151,119,88,0.380392,0.419608,0.619608,0.815686,0.466667,0.243137,0.592157,0.466667,0.345098,#616B9E,#D0773E,#977758
264,22.076654,0.919861,2,evening,0,96,105,157,206,117,60,152,119,88,0.376471,0.411765,0.615686,0.807843,0.458824,0.235294,0.596078,0.466667,0.345098,#60699D,#CE753C,#987758
265,22.160278,0.923345,2,evening,0,95,104,155,204,115,57,152,119,88,0.372549,0.407843,0.607843,0.8,0.45098,0.223529,0.596078,0.466667,0.345098,#5F689B,#CC7339,#987758
266,22.243902,0.926829,2,evening,0,94,102,153,202,112,54,152,119,88,0.368627,0.4,0.6,0.792157,0.439216,0.211765,0.596078,0.466667,0.345098,#5E6699,#CA7036,#987758
267,22.327526,0.930314,2,evening,0,92,101,151,200,110,52,152,119,88,0.360784,0.396078,0.592157,0.784314,0.431373,0.203922,0.596078,0.466667,0.345098,#5C6597,#C86E34,#987758
268,22.41115,0.933798,2,evening,0,91,100,149,198,108,49,152,119,88,0.356863,0.392157,0.584314,0.776471,0.423529,0.192157,0.596078,0.466667,0.345098,#5B6495,#C66C31,#987758
269,22.494774,0.937282,2,evening,0,90,98,147,196,106,47,152,119,88,0.352941,0.384314,0.576471,0.768627,0.415686,0.184314,0.596078,0.466667,0.345098,#5A6293,#C46A2F,#987758
270,22.578398,0.940767,2,evening,0,88,97,145,195,103,44,152,119,88,0.345098,0.380392,0.568627,0.764706,0.403922,0.172549,0.596078,0.466667,0.345098,#586191,#C3672C,#987758
271,22.662022,0.944251,2,evening,0,87,95,143,193,101,41,152,119,88,0.341176,0.372549,0.560784,0.756863,0.396078,0.160784,0.596078,0.466667,0.345098,#575F8F,#C16529,#987758
272,22.745644,0.947735,2,evening,0,86,94,141,191,99,39,152,119,88,0.337255,0.368627,0.552941,0.74902,0.388235,0.152941,0.596078,0.466667,0.345098,#565E8D,#BF6327,#987758
273,22.829268,0.95122,2,evening,0,84,92,139,189,96,36,152,119,88,0.329412,0.360784,0.545098,0.741176,0.376471,0.141176,0.596078,0.466667,0.345098,#545C8B,#BD6024,#987758
274,22.912891,0.954704,2,evening,0,83,91,137,187,94,33,152,119,88,0.32549,0.356863,0.537255,0.733333,0.368627,0.129412,0.596078,0.466667,0.345098,#535B89,#BB5E21,#987758
275,22.996517,0.958188,2,evening,0,82,90,135,185,92,31,152,119,88,0.321569,0.352941,0.529412,0.72549,0.360784,0.121569,0.596078,0.466667,0.345098,#525A87,#B95C1F,#987758
276,23.080139,0.961672,2,evening,0,80,86,129,183,90,28,145,117,91,0.313725,0.337255,0.505882,0.717647,0.352941,0.109804,0.568627,0.458824,0.356863,#505681,#B75A1C,#91755B
277,23.163763,0.965157,2,evening,0,78,83,124,181,87,26,139,116,95,0.305882,0.32549,0.486275,0.709804,0.341176,0.101961,0.545098,0.454902,0.372549,#4E537C,#B5571A,#8B745F
278,23.247387,0.968641,2,evening,0,76,79,118,179,85,23,132,115,98,0.298039,0.309804,0.462745,0.701961,0.333333,0.090196,0.517647,0.45098,0.384314,#4C4F76,#B35517,#847362
279,23.331009,0.972125,2,evening,0,74,76,113,177,83,20,126,113,102,0.290196,0.298039,0.443137,0.694118,0.32549,0.078431,0.494118,0.443137,0.4,#4A4C71,#B15314,#7E7166
280,23.414635,0.97561,2,evening,0,72,72,108,175,80,18,120,112,105,0.282353,0.282353,0.423529,0.686275,0.313725,0.070588,0.470588,0.439216,0.411765,#48486C,#AF5012,#787069
281,23.498259,0.979094,2,evening,0,70,69,102,173,78,15,113,111,109,0.27451,0.270588,0.4,0.678431,0.305882,0.058824,0.443137,0.435294,0.427451,#464566,#AD4E0F,#716F6D
282,23.581882,0.982578,2,evening,0,68,66,97,171,76,13,107,109,113,0.266667,0.258824,0.380392,0.670588,0.298039,0.05098,0.419608,0.427451,0.443137,#444261,#AB4C0D,#6B6D71
283,23.665504,0.986063,2,evening,0,66,62,91,169,74,10,100,108,116,0.258824,0.243137,0.356863,0.662745,0.290196,0.039216,0.392157,0.423529,0.454902,#423E5B,#A94A0A,#646C74
284,23.749128,0.989547,2,evening,0,64,59,86,167,71,7,94,107,120,0.25098,0.231373,0.337255,0.654902,0.278431,0.027451,0.368627,0.419608,0.470588,#403B56,#A74707,#5E6B78
285,23.832752,0.993031,2,evening,0,62,55,80,165,69,5,87,105,123,0.243137,0.215686,0.313725,0.647059,0.270588,0.019608,0.341176,0.411765,0.482353,#3E3750,#A54505,#57697B
286,23.916376,0.996516,2,evening,0,60,52,75,163,67,2,81,104,127,0.235294,0.203922,0.294118,0.639216,0.262745,0.007843,0.317647,0.407843,0.498039,#3C344B,#A34302,#51687F
288,24,1,3,night,0,58,49,70,0,0,0,75,103,131,0.227451,0.192157,0.27451,0,0,0,0.294118,0.403922,0.513725,#3A3146,#000000,#4B6783
