# умение -> визуальный эффект. LineageSkillEffect.u, клиент High Five rev.268 (EN)
# skill_id: поле SkillID класса l2_<id>_skill, оно же skill_visual_effect из skillgrp.dat.
#   у 98 классов поле в дефолтах не задано - там id взят из имени класса.
# phase: массив, в котором лежит запись. attach_on: 0 None 1 Location 2 RH 3 LH 4 RA 5 LA
#   6 Wing 7 BoneSpecified 8 AliasSpecified 9 Trail 10 Agathion; пусто = не задан (дефолт 0).
# пустой effect_class = у записи нет EffectClass (30 таких на весь пакет).
skill_id	phase	effect_class	attach_on	bone	spawn_delay	scale	on_target
1056	CastingAction	LineageEffect.su_empower_ca	9			1	
1056	ShotAction	LineageEffect.su_detection_ta	9				
1058	CastingAction	LineageEffect.su_empower_ca	9			1	
1058	ShotAction	LineageEffect.su_detection_ta	9				
1059	CastingAction	LineageEffect.su_empower_ca	9			1	
1059	CastingAction	LineageEffect.z_common_short2_ca	9			1	
1059	CastingAction	LineageEffect.z_common_short2_ca	9			1	
1059	CastingAction	LineageEffect.su_empower_ta	9			1	
1059	ShotAction	LineageEffect.su_empower_ta	9			1	
1059	ShotAction	LineageEffect.su_empower_ta	9			1	
1062	CastingAction	LineageEffect.bl_berserker_spirit_ca	9			1	
1062	CastingAction	LineageEffect.bl_berserker_spirit_ca	9			1	
1062	CastingAction	LineageEffect.bl_berserker_spirit_ca	9			1	
1062	CastingAction	LineageEffect.bl_berserker_spirit_ta	9				
1062	CastingAction	LineageEffect.m_u811_short_debuff	9				
1062	CastingAction	LineageEffect.m_u811_short_debuff	9				
1062	ShotAction	LineageEffect.bl_berserker_spirit_ta	9				
1062	ShotAction	LineageEffect.bl_berserker_spirit_ta	9				
1062	ShotAction	LineageEffect.s_u205_ta	9				
1062	ShotAction	LineageEffect.bl_curse_poison_ta	9		0.5		
1062	ShotAction	LineageEffect.s_u205_ta	9				
1062	ShotAction	LineageEffect.bl_curse_poison_ta	9		0.5		
1068	CastingAction	LineageEffect.su_empower_ca	9			1	
1068	CastingAction	LineageEffect.z_common_short2_ca	9			1	
1068	CastingAction	LineageEffect.z_common_short2_ca	9			1	
1068	CastingAction	LineageEffect.su_might_ta	9				
1068	ShotAction	LineageEffect.su_might_ta	9				
1068	ShotAction	LineageEffect.su_might_ta	9				
1069	CastingAction	LineageEffect.su_empower_ca	9			1	
1069	CastingAction	LineageEffect.su_empower_ca	9			1	
1069	ShotAction	LineageEffect.su_sleep_ta	9				
1069	ShotAction	LineageEffect.su_sleep_ta	9				
1071	CastingAction	LineageEffect.m_u018_a	9				
1071	ShotAction	LineageEffect.m_u018_b	9				
1071	ShotAction	LineageEffect.a_u022_water	9				
1073	CastingAction	LineageEffect.m_u016_a	9			1	
1073	ShotAction	LineageEffect.m_u016_b	9				
1074	CastingAction	LineageEffect.m_u018_a	9				
1074	ShotAction	LineageEffect.m_u018_b	9				
1074	ShotAction	LineageEffect.a_u022_wind	9				
1077	CastingAction	LineageEffect.su_empower_ca	9			1	
1077	CastingAction	LineageEffect.z_common_short2_ca	9			1	
1077	CastingAction	LineageEffect.z_common_short2_ca	9			1	
1077	CastingAction	LineageEffect.su_focus_ta	9				
1077	ShotAction	LineageEffect.su_focus_ta	9				
1077	ShotAction	LineageEffect.su_focus_ta	9				
1078	CastingAction	LineageEffect.su_empower_ca	9				
1078	ShotAction	LineageEffect.su_concentration_ta	8	e_bone			
1083	CastingAction	LineageEffect.m_u018_a	9				
1083	ShotAction	LineageEffect.m_u018_b	9				
1083	ShotAction	LineageEffect.a_u022_fire	9				
1085	CastingAction	LineageEffect.su_empower_ca	9			1	
1085	CastingAction	LineageEffect.z_common_short2_ca	9			1	
1085	CastingAction	LineageEffect.z_common_short2_ca	9			1	
1085	CastingAction	LineageEffect.su_acumen_ta	9				
1085	CastingAction	LineageEffect.su_empower_ca	9			1	
1085	CastingAction	LineageEffect.su_acumen_ta	9		2		
1085	ShotAction	LineageEffect.su_acumen_ta	9				
1085	ShotAction	LineageEffect.su_acumen_ta	9				
1086	CastingAction	LineageEffect.su_empower_ca	9			1	
1086	CastingAction	LineageEffect.z_common_short2_ca	9			1	
1086	CastingAction	LineageEffect.z_common_short2_ca	9			1	
1086	CastingAction	LineageEffect.su_haste_ta	9				
1086	CastingAction	LineageEffect.su_empower_ca	9			1	
1086	CastingAction	LineageEffect.su_haste_ta	9		2		
1086	ShotAction	LineageEffect.su_haste_ta	9				
1086	ShotAction	LineageEffect.su_haste_ta	9				
1087	CastingAction	LineageEffect.sp_agility_ca	9				
1087	CastingAction	LineageEffect.sp_agility_ca	9				
1087	ShotAction	LineageEffect.sp_agility_ta	9				
1087	ShotAction	LineageEffect.sp_agility_ta	9				
1090	CastingAction	LineageEffect.m_u003_a	9			1	
1090	ShotAction	LineageEffect.m_u003_c	9			1	
1090	ShotAction	LineageEffect.m_u003_b					
1090	ShotAction	LineageEffect.m_u003_b					
1092	CastingAction	LineageEffect.m_u025_a	9				
1092	ShotAction	LineageEffect.m_u025_c	9				
1092	ShotAction	LineageEffect.m_u025_b	9				
1101	CastingAction	LineageEffect.m_u027_a	9				
1101	ShotAction	LineageEffect.m_u027_b	9				
1111	CastingAction	LineageEffect.su_summon_a_ca	9			1	
1148	CastingAction	LineageEffect.s_u200_ca	9				
1148	CastingAction	LineageEffect.s_u200_pr	9				
1148	CastingAction	LineageEffect.bl_berserker_spirit_ca	9			1	
1148	ShotAction	LineageEffect.s_u200_fl				2	
1148	ShotAction	LineageEffect.s_u200_fl				2	
1148	ExplosionAction	LineageEffect.s_u200_ta	9			1	
1148	ExplosionAction	LineageEffect.s_u200_ta	9			1	
1155	CastingAction	LineageEffect.m_u003_a	9				
1155	ShotAction	LineageEffect.m_u006_e	9				
1155	ShotAction	LineageEffect.m_u006_d	9				
1157	CastingAction	LineageEffect.bl_body_to_mind_ca	9			1	
1157	ShotAction	LineageEffect.bl_body_to_mind_ta	9			1	
1159	CastingAction	LineageEffect.s_u226_pr	9			1	
1159	CastingAction	LineageEffect.s_u226_ca	9			1	
1159	ShotAction	LineageEffect.s_u226_fl					
1159	ExplosionAction	LineageEffect.s_u226_ta	9				
1167	CastingAction	LineageEffect.bl_berserker_spirit_ca	9			1	
1167	CastingAction	LineageEffect.mo_war_cry_ca	9			0.6	
1167	CastingAction	LineageEffect.bl_berserker_spirit_ca	9			1	
1167	CastingAction	LineageEffect.bl_berserker_spirit_ca	9			0.6	
1167	CastingAction	LineageEffect.d_smoke_darkb	9			0.8	
1167	CastingAction	LineageEffect.d_smoke_darkb	9		1.5	0.8	
1167	CastingAction	LineageEffect.bl_berserker_spirit_ca	9			0.6	
1167	CastingAction	LineageEffect.d_smoke_darkb	9			0.8	
1167	CastingAction	LineageEffect.d_smoke_darkb	9		1.5	0.8	
1167	ShotAction	LineageEffect.bl_poison_cloud_ta	9				
1167	ShotAction	LineageEffect.bl_curse_poison_ta	9				
1167	ShotAction	LineageEffect.mo_iron_will_ta	9				
1167	ShotAction	LineageEffect.bl_poison_cloud_ta	9				
1167	ShotAction	LineageEffect.bl_curse_poison_ta	9				
1167	ShotAction	LineageEffect.bl_poison_cloud_ta	9				
1167	ShotAction	LineageEffect.bl_curse_poison_ta	9				
1167	ShotAction	LineageEffect.d_smoke_darkb	9			0.8	
1167	ShotAction	LineageEffect.bl_poison_cloud_ta	9				
1167	ShotAction	LineageEffect.bl_curse_poison_ta	9				
1167	ShotAction	LineageEffect.d_smoke_darkb	9			0.8	
1168	CastingAction	LineageEffect.bl_berserker_spirit_ca	9			1	
1168	CastingAction	LineageEffect.bl_berserker_spirit_ca	9			1	
1168	CastingAction	LineageEffect.bl_berserker_spirit_ca	9			1	
1168	CastingAction	LineageEffect.bl_berserker_spirit_ca	9			1	
1168	CastingAction	LineageEffect.bl_curse_poison_ta	9				
1168	CastingAction	LineageEffect.bl_curse_poison_ta	9		0.2		
1168	CastingAction	LineageEffect.bl_curse_poison_ta	9		0.4		
1168	CastingAction	LineageEffect.bl_curse_poison_ta	9		0.6		
1168	CastingAction	LineageEffect.s_u205_ta	9				
1168	CastingAction	LineageEffect.bl_curse_poison_ta	9		0.5		
1168	CastingAction	LineageEffect.bl_berserker_spirit_ca	9			1	
1168	CastingAction	LineageEffect.bl_berserker_spirit_ca	9			1	
1168	CastingAction	LineageEffect.bl_curse_poison_ta	9				
1168	ShotAction	LineageEffect.bl_curse_poison_ta	9				
1168	ShotAction	LineageEffect.bl_curse_poison_ta	9				
1168	ShotAction	LineageEffect.z_striking_unholy_ta	9				
1168	ShotAction	LineageEffect.bl_curse_poison_ta	9				
1168	ShotAction	LineageEffect.z_striking_unholy_ta	9				
1168	ShotAction	LineageEffect.z_striking_unholy_ta	9				
1168	ShotAction	LineageEffect.el_eruption_ra	9				
1168	ShotAction	LineageEffect.bl_curse_poison_ta	9				
1168	ShotAction	LineageEffect.s_u820_magic_ta	9		0.3		
1168	ShotAction	LineageEffect.s_u828_soul_fan_a	9				
1168	ShotAction	LineageEffect.s_u828_soul_fan_a	9			0.7	
1168	ShotAction	LineageEffect.bl_curse_poison_ta	9				
1171	CastingAction	LineageEffect.el_flame_strike_ca	9			1	
1171	ShotAction	LineageEffect.el_flame_strike_ra	9				
1171	ShotAction	LineageEffect.el_flame_strike_ta	9				
1172	CastingAction	LineageEffect.el_aura_burn_ca	9			1	
1172	ShotAction	LineageEffect.el_aura_burn_ta	9				
1175	CastingAction	LineageEffect.el_aqua_swirl_ca	9			1	
1175	CastingAction	LineageEffect.el_aqua_swirl_pr	9			1	
1175	ShotAction	LineageEffect.el_aqua_swirl_fl					
1175	ShotAction	LineageEffect.el_aqua_swirl_pt	9			1	
1175	ExplosionAction	LineageEffect.el_aqua_swirl_ta	9			1	
1177	CastingAction	LineageEffect.el_wind_strike_ca	9			1	
1177	CastingAction	LineageEffect.el_wind_strike_pr	9				
1177	ShotAction	LineageEffect.el_wind_strike_fl					
1177	ExplosionAction	LineageEffect.el_wind_strike_ta	9				
1178	CastingAction	LineageEffect.el_twister_ca	9			1	
1178	CastingAction	LineageEffect.el_twister_pr	9				
1178	ShotAction	LineageEffect.el_twister_fl					
1178	ExplosionAction	LineageEffect.el_twister_ta	9				
1181	CastingAction	LineageEffect.el_flame_strike_ca	9			1	
1181	CastingAction	LineageEffect.el_flame_strike_pr	9				
1181	ShotAction	LineageEffect.el_flame_strike_fl					
1181	ExplosionAction	LineageEffect.el_flame_strike_ta	9				
1181	ExplosionAction	LineageEffect.el_flame_strike_ra	9				
1184	CastingAction	LineageEffect.el_ice_bolt_ca	9			1	
1184	ShotAction	LineageEffect.el_ice_bolt_ta	9				
1191	CastingAction	LineageEffect.s_u232_ca	9				
1191	ShotAction	LineageEffect.s_u232_ta	9				
1201	CastingAction	LineageEffect.m_u013_a	9			1	
1201	CastingAction	LineageEffect.m_u013_a	9			1	
1201	ShotAction	LineageEffect.sp_dryad_root_ta	9				
1201	ShotAction	LineageEffect.sp_dryad_root_ta	9				
1204	CastingAction	LineageEffect.m_u010_a				1	
1204	CastingAction	LineageEffect.m_u010_a				1	
1204	CastingAction	LineageEffect.m_u010_a	9			1	
1204	CastingAction	LineageEffect.m_u010_a				1	
1204	CastingAction	LineageEffect.m_u010_c	9				
1204	ShotAction	LineageEffect.m_u010_c	9				
1204	ShotAction	LineageEffect.m_u010_c	9				
1204	ShotAction	LineageEffect.m_u010_c	9				
1206	CastingAction	LineageEffect.m_u009_a	9			1	
1206	ShotAction	LineageEffect.m_u009_c	9				
1213	CastingAction	LineageEffect.m_u025_a	9				
1213	CastingAction	LineageEffect.m_u025_b	9				
1213	ShotAction	LineageEffect.m_u025_c	9				
1217	CastingAction	LineageEffect.wh_sec_heal_ca	9			1	
1217	CastingAction	LineageEffect.mo_dash_ca	9				
1217	ShotAction	LineageEffect.wh_greater_heal_ta	9				
1217	ShotAction	LineageEffect.wh_greater_heal_ta	9				
1218	CastingAction	LineageEffect.wh_sec_heal_ca	9			1	
1218	CastingAction	LineageEffect.wh_sec_heal_ca	9			1	
1218	ShotAction	LineageEffect.wh_greater_heal_ta	9			1	
1218	ShotAction	LineageEffect.wh_greater_heal_ta	9			1	
1220	CastingAction	LineageEffect.el_flame_strike_ca	9			1	
1220	CastingAction	LineageEffect.el_flame_strike_pr	9			1	
1220	ShotAction	LineageEffect.el_flame_strike_fl					
1220	ExplosionAction	LineageEffect.el_flame_strike_ta	9				
1223	CastingAction	LineageEffect.m_u018_a	9				
1223	ShotAction	LineageEffect.m_u018_b	9				
1223	ShotAction	LineageEffect.a_u022_earth	9				
1229	CastingAction	LineageEffect.s_u529_ca	9				
1229	ShotAction	LineageEffect.s_u529_ta	9				
1229	ShotAction	LineageEffect.s_u529_cs	9				
1230	CastingAction	LineageEffect.el_prominence_ca	9				
1230	ShotAction	LineageEffect.el_prominence_fl					
1230	ShotAction	LineageEffect.el_prominence_cs	9				
1230	ExplosionAction	LineageEffect.el_prominence_ta	9				
1231	CastingAction	LineageEffect.el_aura_burn_ca	9			1	
1231	CastingAction	LineageEffect.el_aura_burn_ca	9			1	
1231	CastingAction	LineageEffect.el_aura_burn_ca	9			1	
1231	ShotAction	LineageEffect.el_aura_flare_ta	9				
1231	ShotAction	LineageEffect.s_u614_fl_a				0.5	
1231	ShotAction	LineageEffect.s_u614_fl_a				0.8	
1231	ExplosionAction	LineageEffect.el_aura_flare_ta	9				
1231	ExplosionAction	LineageEffect.s_u230_ta	9				
1231	ExplosionAction	LineageEffect.m_u009_c	9			1.2	
1231	ExplosionAction	LineageEffect.s_u230_ta	9				
1231	ExplosionAction	LineageEffect.el_aura_burn_ta	9				
1233	CastingAction	LineageEffect.sp_decay_ca	9				
1233	ShotAction	LineageEffect.sp_decay_ta	9				
1235	CastingAction	LineageEffect.el_hydro_blast_ca	9				
1235	ShotAction	LineageEffect.el_hydro_blast_ta	9				
1237	CastingAction	LineageEffect.el_ice_dagger_ca	9			1	
1237	CastingAction	LineageEffect.el_ice_dagger_pr	9				
1237	CastingAction	LineageEffect.d_pcasting_pp	9			0.8	
1237	CastingAction	LineageEffect.at_stun_attack_ca	9				
1237	ShotAction	LineageEffect.el_ice_dagger_fl					
1237	ShotAction	LineageEffect.d_arrow_trailuv				1.2	
1237	ExplosionAction	LineageEffect.el_ice_dagger_ta	9				
1237	ExplosionAction	LineageEffect.at_sonic_rage_ta	9				
1239	CastingAction	LineageEffect.el_twister_ca	9			1	
1239	CastingAction	LineageEffect.el_hurricane_pr	9				
1239	ShotAction	LineageEffect.el_hurricane_fl					
1239	ExplosionAction	LineageEffect.el_hurricane_ta	9				
1240	CastingAction	LineageEffect.su_empower_ca	9			1	
1240	CastingAction	LineageEffect.su_empower_ca	9			1	
1240	CastingAction	LineageEffect.su_empower_ca	9			1	
1240	CastingAction	LineageEffect.z_common_short2_ca	9			1	
1240	CastingAction	LineageEffect.su_guidance_ta	9				
1240	ShotAction	LineageEffect.su_guidance_ta	9				
1240	ShotAction	LineageEffect.su_guidance_ta	9				
1240	ShotAction	LineageEffect.su_guidance_ta	9				
1242	CastingAction	LineageEffect.su_empower_ca	9			1	
1242	CastingAction	LineageEffect.z_common_short_ca	9			1	
1242	CastingAction	LineageEffect.z_common_short_ca	9			1	
1242	CastingAction	LineageEffect.su_death_whisper_ta	9				
1242	ShotAction	LineageEffect.su_death_whisper_ta	9				
1242	ShotAction	LineageEffect.su_death_whisper_ta	9				
1243	CastingAction	LineageEffect.m_u044_a	9			1	
1243	ShotAction	LineageEffect.m_u044_b	3				
1244	CastingAction	LineageEffect.m_u028_a	9				
1244	ShotAction	LineageEffect.m_u028_b					
1244	ExplosionAction	LineageEffect.m_u028_c	9				
1245	CastingAction	LineageEffect.s_u528_ca	9			1	
1245	ShotAction	LineageEffect.s_u528_ta	9			1	
1245	ShotAction	LineageEffect.s_u528_fl					
1245	ShotAction	LineageEffect.s_u528_fl					
1255	CastingAction	LineageEffect.e_u031_a	9			1	
1255	ShotAction	LineageEffect.e_u005_a	9				
1264	CastingAction	LineageEffect.el_aura_burn_ca	9			1	
1264	ShotAction	LineageEffect.pm_lightening_strike_ta	9				
1268	CastingAction	LineageEffect.s_u205_ca	9			1	
1268	CastingAction	LineageEffect.s_u205_ca	9			1	
1268	ShotAction	LineageEffect.s_u205_ta	9				
1268	ShotAction	LineageEffect.s_u205_ta	9				
1285	CastingAction	LineageEffect.el_flame_strike_ca	9			1	
1285	ShotAction	LineageEffect.m_u022_b	9				
1286	CastingAction	LineageEffect.el_aqua_swirl_ca	9				
1286	ShotAction	LineageEffect.wh_recharge_ta	9				
1287	CastingAction	LineageEffect.m_u038_a	9			1	
1287	ShotAction	LineageEffect.m_u022_b	9				
1288	CastingAction	LineageEffect.el_aura_burn_ca	9			1	
1288	ShotAction	LineageEffect.el_aura_flare_ta	9				
1288	ShotAction	LineageEffect.el_aura_flare_ta	9		0.2		
1296	CastingAction	LineageEffect.el_flame_strike_ca	9			1	
1296	ShotAction	LineageEffect.el_eruption_cs	9				
1296	ShotAction	LineageEffect.el_eruption_ta	9				
1296	ShotAction	LineageEffect.el_eruption_ra	9				
1335	CastingAction	LineageEffect.wh_heal_ca	9				
1335	ShotAction	LineageEffect.wh_balance_life_ta	9				
1356	CastingAction	LineageEffect.sp_prophecy_of_fire_ca	9			1	
1356	ShotAction	LineageEffect.sp_prophecy_of_fire_ta	9				
1362	CastingAction	LineageEffect.m_u800_a	9				
1362	ShotAction	LineageEffect.m_u800_b	9				
1362	ShotAction	LineageEffect.m_u024_b	9				
1388	CastingAction	LineageEffect.m_u205_ca	9				
1388	CastingAction	LineageEffect.m_u016_a	9			1	
1388	ShotAction	LineageEffect.m_u205_ta	9				
1388	ShotAction	LineageEffect.m_u052_recharge_ta	9				
1388	ShotAction	LineageEffect.m_u205_ta	9				
1389	CastingAction	LineageEffect.m_u204_ca	9				
1389	ShotAction	LineageEffect.m_u204_ta	9			1	
1391	CastingAction	LineageEffect.sa_mass_frenzy_ca	9				
1391	CastingAction	LineageEffect.sa_mass_frenzy_cs	9				
1391	ShotAction	LineageEffect.sa_mass_frenzy_ta	9				
1397	CastingAction	LineageEffect.m_u052_recharge_ca	9			1	
1397	CastingAction	LineageEffect.m_u052_recharge_ca	9			1	
1397	ShotAction	LineageEffect.m_u207_ta	9				
1397	ShotAction	LineageEffect.m_u207_ta	9				
1398	CastingAction	LineageEffect.s_u204_ca_ms	9			1	
1398	CastingAction	LineageEffect.s_u204_ca_ms	9			0.7	
1398	ShotAction	LineageEffect.s_u204_ta_ms	9			1	
1398	ShotAction	LineageEffect.s_u204_ta_ms	9			1	
1399	CastingAction	LineageEffect.s_u204_ca_mb	9				
1399	CastingAction	LineageEffect.s_u204_ca_mb	9				
1399	ShotAction	LineageEffect.s_u204_ta_mb	9				
1399	ShotAction	LineageEffect.s_u204_ta_ms	9				
1399	ShotAction	LineageEffect.s_u204_ta_mb	9				
1399	ShotAction	LineageEffect.s_u204_ta_ms	9				
1400	CastingAction	LineageEffect.s_u214_ca	9				
1400	ShotAction	LineageEffect.s_u214_ta	9				
1401	CastingAction	LineageEffect.wh_sec_heal_ca	9			1	
1401	ShotAction	LineageEffect.m_u206_ta	9				
1408	CastingAction	LineageEffect.s_u213_ca	9				
1408	ShotAction	LineageEffect.s_u213_ta	9				
1409	CastingAction	LineageEffect.su_empower_third_ca	9			1	
1409	CastingAction	LineageEffect.su_empower_third_ca	9			0.7	
1409	CastingAction	LineageEffect.m_u016_a	9			1	
1409	CastingAction	LineageEffect.su_empower_third_ta	9		0.5		
1409	ShotAction	LineageEffect.su_empower_third_ta	9				
1409	ShotAction	LineageEffect.su_empower_third_ta	9				
1412	CastingAction	LineageEffect.s_u218_ca	9				
1412	ShotAction	LineageEffect.s_u218_ta	9				
1414	CastingAction	LineageEffect.sa_mass_frenzy_ca	9				
1414	ShotAction	LineageEffect.sa_mass_frenzy_cs	9				
1414	ShotAction	LineageEffect.sa_mass_frenzy_ta	9				
1419	CastingAction	LineageEffect.s_u807_mage_ca	9			1	
1419	CastingAction	LineageEffect.s_u807_mage_ca	9			1	
1419	ShotAction	LineageEffect.s_u807_ta	9				
1419	ChannelingAction	LineageEffect.s_u808_red_a	1				
1419	ChannelingAction	LineageEffect.s_u808_red_b	1				
1419	UnionTargetAction	LineageEffect.el_flame_strike_ta_sound	9				
1420	CastingAction	LineageEffect.s_u807_mage_ca	9			1	
1420	ChannelingAction	LineageEffect.s_u808_red_a	1				
1420	ChannelingAction	LineageEffect.s_u808_red_b	1				
1420	UnionTargetAction	LineageEffect.el_hurricane_ta_sound	9				
1421	CastingAction	LineageEffect.s_u807_mage_ca	9			1	
1421	ChannelingAction	LineageEffect.s_u808_red_a	1				
1421	ChannelingAction	LineageEffect.s_u808_red_b	1				
1421	UnionTargetAction	LineageEffect.el_hydro_blast_ta_sound	9				
1422	CastingAction	LineageEffect.s_u807_mage_ca	9			1	
1422	UnionTargetAction	LineageEffect.el_flame_strike_ta_sound	9				
1423	CastingAction	LineageEffect.s_u807_mage_ca	9			1	
1423	ChannelingAction	LineageEffect.s_u808_red_a	1				
1423	ChannelingAction	LineageEffect.s_u808_red_b	1				
1423	UnionTargetAction	LineageEffect.bl_curse_poison_ta_sound	9				
1424	CastingAction	LineageEffect.s_u807_fighter_ca	9			1	
1424	UnionTargetAction	LineageEffect.it_scroll_of_escape_ta_sound	9				
1425	CastingAction	LineageEffect.s_u807_mage_ca	9				
1425	ShotAction	LineageEffect.s_u807_ta	9				
1425	ShotAction	LineageEffect.wh_bless_the_body_ta	9				
1431	CastingAction	LineageEffect.s_u820_magic_long_ca	9			1	
1431	CastingAction	LineageEffect.s_u820_magic_cs	9				
1431	ShotAction	LineageEffect.s_u820_magic_fl				3	
1431	ExplosionAction	LineageEffect.s_u820_magic_ta	9				
1432	CastingAction	LineageEffect.m_u807_power_ca	9				
1432	ShotAction	LineageEffect.m_u807_power_ta_a	9				
1433	CastingAction	LineageEffect.s_u018_darkball_ca	9				
1433	CastingAction	LineageEffect.e_u058_darkball_hand	9				
1433	ShotAction	LineageEffect.e_u058_darkball_fl					
1433	ExplosionAction	LineageEffect.e_u058_darkball_ta	9				
1434	CastingAction	LineageEffect.s_u018_darkball_ca	9			1	
1434	CastingAction	LineageEffect.e_u058_darkball_hand	9			1	
1434	ShotAction	LineageEffect.e_u058_darkball_fl				1	
1434	ExplosionAction	LineageEffect.e_u058_darkball_ta				1	
1434	ExplosionAction	LineageEffect.m_u021_black_ta					
1435	CastingAction	LineageEffect.s_u817_darkspoil_ca	9				
1435	ShotAction	LineageEffect.s_u817_darkspoil_ta	9				
1435	ShotAction	LineageEffect.s_u817_darkspoil_ta_a	9				
1436	CastingAction	LineageEffect.s_u820_magic_ca	9				
1436	CastingAction	LineageEffect.s_u820_magic_cs	9				
1436	ShotAction	LineageEffect.s_u820_magic_fl					
1436	ExplosionAction	LineageEffect.s_u820_debuff_ta	9				
1437	CastingAction	LineageEffect.s_u820_soul_hand	2				
1437	CastingAction	LineageEffect.m_u811_short_debuff	9				
1437	ShotAction	LineageEffect.s_u820_magic_ta	9				
1437	ShotAction	LineageEffect.s_u828_soul_fan_a	9				
1438	CastingAction	LineageEffect.s_u820_magic_ca	9				
1438	CastingAction	LineageEffect.s_u820_magic_cs	9				
1438	ShotAction	LineageEffect.s_u820_range_ta_b	9				
1439	CastingAction	LineageEffect.m_u808_tolerant_ca	9				
1439	ShotAction	LineageEffect.m_u808_tolerant_ta_a	9				
1440	CastingAction	LineageEffect.s_u837_ca	9				
1440	ShotAction	LineageEffect.s_u837_ta_a	9				
1440	ShotAction	LineageEffect.s_u837_ta_head	9				
1441	CastingAction	LineageEffect.m_u806_third_elemental_ca	9				
1441	ShotAction	LineageEffect.su_detection_ta	9				
1442	CastingAction	LineageEffect.m_u807_tolerant_ca	9			1	
1442	CastingAction	LineageEffect.m_u807_tolerant_ca	9			0.8	
1442	CastingAction	LineageEffect.s_u202_charge	9			0.8	
1442	CastingAction	LineageEffect.RibbonSet_sword	2			1	
1442	CastingAction	LineageEffect.s_u202_event_cow	9			0.5	
1442	CastingAction	LineageEffect.m_u807_tolerant_ca	9			0.8	
1442	CastingAction	LineageEffect.m_u807_tolerant_ta_b	9		3		
1442	ShotAction	LineageEffect.m_u807_tolerant_ta_b	9				
1442	ShotAction	LineageEffect.mo_dash_ta	9			1	
1443	CastingAction	LineageEffect.m_u808_tolerant_ca	9				
1443	ShotAction	LineageEffect.m_u808_tolerant_ta_c	9				
1444	CastingAction	LineageEffect.m_u807_tolerant_ca_a	9				
1444	ShotAction	LineageEffect.m_u807_tolerant_ta_c	9				
1445	CastingAction	LineageEffect.m_u811_short_debuff	9			1	
1445	ShotAction	LineageEffect.m_u808_tele_ta_d	9			1	
1445	ShotAction	LineageEffect.a_u022_unholy	9				
1449	CastingAction	LineageEffect.m_u807_tolerant_ca_a	9				
1449	CastingAction	LineageEffect.s_u815_hand_holy	2				
1449	CastingAction	LineageEffect.s_u815_hand_holy	3				
1449	ShotAction	LineageEffect.s_u815_hand_holy	9				
1450	CastingAction	LineageEffect.s_u805_ca_third	9			1	
1450	CastingAction	LineageEffect.s_u805_ca_third	9			1	
1450	ShotAction	LineageEffect.s_u812_beam_test_b	9				
1450	ShotAction	LineageEffect.s_u812_beam_ta	9				
1450	ShotAction	LineageEffect.s_u812_beam_test_b	9				
1450	ChannelingAction	LineageEffect.s_u812_beam_test_a	9		1.5		
1450	ChannelingAction	LineageEffect.s_u812_beam_test_a	9				
1451	CastingAction	LineageEffect.m_u013_a	9				
1451	ShotAction	LineageEffect.s_u807_ta	9				
1452	CastingAction	LineageEffect.el_flame_strike_ca	9				
1452	ShotAction	LineageEffect.el_flame_strike_ta	9				
1454	CastingAction	LineageEffect.el_ice_bolt_ca	9			1	
1454	ShotAction	LineageEffect.el_ice_bolt_ta	9				
1460	CastingAction	LineageEffect.s_u605_ca	9			1	
1460	ShotAction	LineageEffect.s_u605_ta	9				
1467	CastingAction	LineageEffect.el_flame_strike_ca	9				
1467	CastingAction	LineageEffect.e_u836_meteo			2		
1467	CastingAction	LineageEffect.e_u836_meteo			2.2		
1467	CastingAction	LineageEffect.e_u836_meteo			2.5		
1467	CastingAction	LineageEffect.e_u836_meteo			2.3		
1467	CastingAction	LineageEffect.e_u836_meteo			2.6		
1467	CastingAction	LineageEffect.e_u836_meteo			4		
1467	CastingAction	LineageEffect.e_u836_meteo			4.2		
1467	CastingAction	LineageEffect.e_u836_meteo			4.5		
1467	CastingAction	LineageEffect.e_u836_meteo			4.3		
1467	CastingAction	LineageEffect.e_u836_meteo			4.6		
1467	CastingAction	LineageEffect.e_u836_meteo			6		
1467	CastingAction	LineageEffect.e_u836_meteo			6.2		
1467	CastingAction	LineageEffect.e_u836_meteo			6.5		
1467	CastingAction	LineageEffect.e_u836_meteo			6.3		
1467	CastingAction	LineageEffect.e_u836_meteo			6.6		
1467	CastingAction	LineageEffect.e_u836_meteo			8		
1467	CastingAction	LineageEffect.e_u836_meteo			8.2		
1467	CastingAction	LineageEffect.e_u836_meteo			8.5		
1467	CastingAction	LineageEffect.e_u836_meteo			8.3		
1467	CastingAction	LineageEffect.e_u836_meteo			8.6		
1467	CastingAction	LineageEffect.e_u836_meteo					
1467	CastingAction	LineageEffect.e_u836_meteo			0.2		
1467	CastingAction	LineageEffect.e_u836_meteo			0.5		
1467	CastingAction	LineageEffect.e_u836_meteo			0.3		
1467	CastingAction	LineageEffect.e_u836_meteo			0.6		
1468	CastingAction	LineageEffect.m_u042_starfall_ca	9				
1468	CastingAction	LineageEffect.m_u042_starfall_ca	9				
1468	CastingAction	LineageEffect.m_u042_starfall_ca					
1468	CastingAction	LineageEffect.e_u842_starfall_green					
1468	CastingAction	LineageEffect.e_u842_starfall_green			0.5		
